Name	Complete Name	Id	Edition	Release	Release Date	Birth Date	Wage	Work Rate	Birth Place	Height	Weight	Position	Value	Foot	Intern. Rep.	Weak Foot	Skill Moves	Release Clause	Team	Team Position	Team Skill	Jersey	Short Passing	Contract	Nat. Team	Jersey Nat.	Nat. Position	Overall	Potential	Crossing	Finishing	Heading Accuracy	Joined	Volleys	Dribbling	Curve	FK Accuracy	Long Passing	Ball Control	Acceleration	Sprint Speed	Agility	Reactions	Balance	Shot Power	Jumping	Stamina	Strength	Long Shots	Aggression	Interceptions	Positioning	Vision	Penalties	Marking	Standing Tackle	Sliding Tackle	GK Diving	GK Handling	GK Kicking	GK Positioning	GK Reflexes	Tags	Nat. Team Skill	Win Comp.	Lose Comp.	Expulsions	Injuries
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	17	158543	Nov10,2016	Feb 5, 1985	€340K	High/ Low	Portugal	6'1"	176lbs	L S	€87M	Right	5 	4 	5 	None	Real Madrid	LW	86	7	83	2021	Portugal	7	LS	94	94	84	93	87	Jul 1, 2009	88	93	81	77	77	92	91	92	90	96	63	94	95	92	80	92	63	29	94	85	85	22	31	23	7	11	15	14	11	6	83	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	17	158492	Sep20,2016	Feb 5, 1985	€340K	High/ Low	Portugal	6'1"	176lbs	L S	€87M	Right	5 	4 	5 	None	Real Madrid	LW	86	7	82	2018	Portugal	7	LS	94	94	84	93	87	Jul 1, 2009	88	93	81	77	72	92	91	92	90	96	63	94	95	92	80	92	63	29	94	85	85	22	31	23	7	11	15	14	11	6	83	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	17	158540	Nov7,2016	Feb 5, 1985	€340K	High/ Low	Portugal	6'1"	176lbs	L S	€87M	Right	5 	4 	5 	None	Real Madrid	LW	86	7	82	2021	Portugal	7	LS	94	94	84	93	87	Jul 1, 2009	88	93	81	77	72	92	91	92	90	96	63	94	95	92	80	92	63	29	94	85	85	22	31	23	7	11	15	14	11	6	83	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	18	158998	Feb8,2018	Feb 5, 1985	€565K	High/ Low	Portugal	6'2"	183lbs	L S	€95.5M	Right	5 	4 	5 	€195.8M	Real Madrid	LW	86	7	83	2021	Portugal	7	LS	94	94	85	94	88	Jul 1, 2009	88	91	81	76	77	93	89	91	89	96	63	94	95	92	80	92	63	29	95	85	85	22	31	23	7	11	15	14	11	6	83	8	41	4	12
Neymar	Neymar da Silva Santos Junior	190871	16	158200	Dec3,2015	Feb 5, 1992	€270K	High/ Medium	Brazil	5'9"	150lbs	L W	€82M	Right	5 	5 	5 	None	FC Barcelona	LW	84	11	75	2018	Brazil	10	LW	89	94	72	87	62	Jul 1, 2013	83	94	78	79	74	92	91	90	92	86	84	77	61	79	45	73	56	36	87	79	81	21	24	33	9	9	15	15	11	3	82	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	16	158256	Jan28,2016	Feb 5, 1992	€270K	High/ Medium	Brazil	5'9"	150lbs	L W	€89.5M	Right	5 	5 	5 	None	FC Barcelona	LW	84	11	75	2018	Brazil	10	LW	90	94	72	89	62	Jul 1, 2013	83	95	78	79	74	93	91	90	92	86	84	77	61	79	45	73	56	36	89	79	81	21	24	33	9	9	15	15	11	3	83	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	17	158627	Feb2,2017	Feb 5, 1992	€260K	High/ Medium	Brazil	5'9"	150lbs	L W	€106M	Right	5 	5 	5 	None	FC Barcelona	LW	85	11	81	2021	Brazil	10	LW	92	94	75	89	62	Jul 1, 2013	83	96	78	79	75	95	93	90	96	88	82	78	61	70	49	77	56	36	90	80	81	21	24	33	9	9	15	15	11	3	84	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	19	159241	Oct9,2018	Feb 5, 1992	€290K	High/ Medium	Brazil	5'9"	150lbs	L W	€118.5M	Right	5 	5 	5 	€228.1M	Paris Saint-Germain	CAM	84	10	84	2022	Brazil	10	LW	92	93	79	87	62	Aug 3, 2017	84	96	88	87	78	95	94	90	96	94	84	80	61	81	49	82	56	36	89	87	81	27	24	33	9	9	15	15	11	6	81	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	16	158263	Feb4,2016	Feb 5, 1992	€270K	High/ Medium	Brazil	5'9"	150lbs	L W	€89.5M	Right	5 	5 	5 	None	FC Barcelona	LW	84	11	78	2018	Brazil	10	LW	90	94	72	88	62	Jul 1, 2013	83	94	78	79	74	93	91	90	92	86	84	78	61	79	45	73	56	36	89	79	81	21	24	33	9	9	15	15	11	3	83	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	17	158725	May11,2017	Feb 5, 1992	€260K	High/ Medium	Brazil	5'9"	150lbs	L W	€106M	Right	5 	5 	5 	None	FC Barcelona	LW	85	11	81	2021	Brazil	10	LW	92	94	75	89	62	Jul 1, 2013	83	96	81	84	75	95	93	90	96	88	82	78	61	79	53	77	56	36	90	80	81	21	24	33	9	9	15	15	11	3	84	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	18	158914	Nov16,2017	Feb 5, 1992	€280K	High/ Medium	Brazil	5'9"	150lbs	L W	€123M	Right	5 	5 	5 	€236.8M	Paris Saint-Germain	LW	83	10	81	2022	Brazil	10	LW	92	94	75	89	62	Aug 3, 2017	83	96	82	84	75	95	94	90	96	88	82	80	61	78	53	77	56	36	90	82	81	21	24	33	9	9	15	15	11	3	84	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	18	158928	Nov30,2017	Feb 5, 1992	€280K	High/ Medium	Brazil	5'9"	150lbs	L W	€123M	Right	5 	5 	5 	€236.8M	Paris Saint-Germain	LW	83	10	82	2022	Brazil	10	LW	92	94	75	88	62	Aug 3, 2017	83	96	82	84	75	95	94	90	96	88	82	80	61	78	53	78	56	36	90	83	81	21	24	33	9	9	15	15	11	3	84	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	17	158697	Apr13,2017	Feb 5, 1992	€260K	High/ Medium	Brazil	5'9"	150lbs	L W	€106M	Right	5 	5 	5 	None	FC Barcelona	LW	85	11	81	2021	Brazil	10	LW	92	94	75	89	62	Jul 1, 2013	83	96	81	84	75	95	93	90	96	88	82	78	61	79	53	77	56	36	90	80	81	21	24	33	9	9	15	15	11	3	84	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	19	159362	Feb7,2019	Feb 5, 1992	€290K	High/ Medium	Brazil	5'9"	150lbs	L W	€108M	Right	5 	5 	5 	€199.8M	Paris Saint-Germain	LAM	84	10	84	2022	Brazil	10	LW	92	92	83	87	62	Aug 3, 2017	84	96	88	87	80	95	94	90	96	94	84	80	61	81	49	82	56	36	89	88	81	27	24	33	9	9	15	15	11	6	81	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	19	159233	Oct1,2018	Feb 5, 1992	€290K	High/ Medium	Brazil	5'9"	150lbs	L W	€118.5M	Right	5 	5 	5 	€228.1M	Paris Saint-Germain	CAM	84	10	84	2022	Brazil	10	LW	92	93	79	87	62	Aug 3, 2017	84	96	88	87	78	95	94	90	96	94	84	80	61	81	49	82	56	36	89	87	81	27	24	33	9	9	15	15	11	6	81	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	18	158998	Feb8,2018	Feb 5, 1992	€280K	High/ Medium	Brazil	5'9"	150lbs	L W	€119.5M	Right	5 	5 	5 	€230M	Paris Saint-Germain	LW	83	10	82	2022	Brazil	10	LW	92	93	75	88	62	Aug 3, 2017	83	96	82	84	75	95	94	90	96	88	82	80	61	78	53	78	56	36	90	83	81	21	24	33	9	9	15	15	11	3	85	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	15	157759	Sep18,2014	Feb 5, 1992	€0	High/ Medium	Brazil	5'9"	141lbs	C F	€0	Right	5 	5 	5 	None	FC Barcelona	LW	84	11	72	2018	Brazil	10	CF	86	91	71	85	62	Jul 1, 2013	83	94	78	78	72	90	91	89	92	86	84	77	61	86	45	70	56	36	87	72	81	21	24	33	9	9	15	15	11	3	82	14	21	8	16
Neymar	Neymar da Silva Santos Junior	190871	19	159334	Jan10,2019	Feb 5, 1992	€290K	High/ Medium	Brazil	5'9"	150lbs	L W	€118.5M	Right	5 	5 	5 	€228.1M	Paris Saint-Germain	LM	84	10	84	2022	Brazil	10	LW	92	93	79	87	62	Aug 3, 2017	84	96	88	87	78	95	94	90	96	94	84	80	61	81	49	82	56	36	89	88	81	27	24	33	9	9	15	15	11	6	81	14	21	8	16
